year,species,site,plot,trt,treatment,pods,cover0,arsincover0,cover3,arsincover3,cover5,arsincover5
2010,FEID,Hyslop,187,2,No Spray,,5.0,,,,5.0,0.2255134058981312
2010,FEID,Hyslop,188,5,Roundup 0.01,,1.0,,,,2.0,0.1418970546041639
2010,FEID,Hyslop,193,3,Banvel 0.01,,6.0,,,,8.0,0.2867565522115484
2010,FEID,Hyslop,198,8,Rdup/Bnvl 0.1,,3.0,,,,2.0,0.1418970546041639
2010,FEID,Hyslop,199,5,Roundup 0.01,,10.0,,,,9.0,0.3046926540153975
2010,FEID,Hyslop,200,6,Roundup 0.1,,6.0,,,,5.0,0.2255134058981312
2010,FEID,Botany,206,7,Rdup/Bnvl 0.01,,5.0,,,,3.0,0.17408301063648043
2010,FEID,Botany,210,4,Banvel 0.1,,15.0,,,,26.0,0.5350708071951543
2010,FEID,Botany,217,6,Roundup 0.1,,1.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,224,3,Banvel 0.01,,,,,,,
2010,FEID,Botany,225,2,No Spray,,,,,,,
2010,FEID,Botany,255,6,Roundup 0.1,,6.0,,,,5.0,0.2255134058981312
2010,FEID,Botany,258,1,Carrier Control,,10.0,,,,7.0,0.2677633271571939
2010,FEID,Botany,260,2,No Spray,,1.0,,,,0.0,0.0
2010,FEID,Botany,261,4,Banvel 0.1,,1.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,265,5,Roundup 0.01,,2.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,274,3,Banvel 0.01,,2.0,,,,2.0,0.1418970546041639
2010,FEID,Botany,275,4,Banvel 0.1,,,,,,,
2010,FEID,Botany,278,4,Banvel 0.1,,,,,,,
2010,FEID,Botany,281,6,Roundup 0.1,,13.0,,,,9.0,0.3046926540153975
2010,FEID,Botany,287,7,Rdup/Bnvl 0.01,,15.0,,,,18.0,0.4381490305841703
2010,FEID,Botany,297,6,Roundup 0.1,,5.0,,,,8.0,0.2867565522115484
2010,FEID,Botany,300,2,No Spray,,1.0,,,,2.0,0.1418970546041639
2010,FEID,Botany,301,5,Roundup 0.01,,,,,,,
2010,FEID,Botany,302,3,Banvel 0.01,,,,,,,
2010,FEID,Botany,303,7,Rdup/Bnvl 0.01,,10.0,,,,2.0,0.1418970546041639
2010,FEID,Botany,304,6,Roundup 0.1,,15.0,,,,8.0,0.2867565522115484
2010,FEID,Botany,305,7,Rdup/Bnvl 0.01,,,,,,,
2010,FEID,Botany,306,5,Roundup 0.01,,16.0,,,,10.0,0.32175055439664224
2010,FEID,Botany,311,3,Banvel 0.01,,5.0,,,,6.0,0.24746706317044773
2010,FEID,Botany,314,3,Banvel 0.01,,11.0,,,,11.0,0.3380652547803307
2010,FEID,Botany,315,4,Banvel 0.1,,11.0,,,,11.0,0.3380652547803307
2010,FEID,Botany,318,1,Carrier Control,,5.0,,,,6.0,0.24746706317044773
2010,FEID,Botany,321,1,Carrier Control,,5.0,,,,4.0,0.20135792079033082
2010,FEID,Botany,324,5,Roundup 0.01,,10.0,,,,11.0,0.3380652547803307
2010,FEID,Botany,325,6,Roundup 0.1,,10.0,,,,16.0,0.411516846067488
2010,FEID,Botany,326,2,No Spray,,17.0,,,,17.0,0.4249887829624035
2010,FEID,Botany,328,2,No Spray,,10.0,,,,6.0,0.24746706317044773
2010,FEID,Botany,329,6,Roundup 0.1,,,,,,,
2010,FEID,Botany,330,2,No Spray,,10.0,,,,6.0,0.24746706317044773
2010,FEID,Botany,331,5,Roundup 0.01,,5.0,,,,2.0,0.1418970546041639
2010,FEID,Botany,334,4,Banvel 0.1,,3.0,,,,6.0,0.24746706317044773
2010,FEID,Botany,335,3,Banvel 0.01,,10.0,,,,13.0,0.36886298422662445
2010,FEID,Botany,341,8,Rdup/Bnvl 0.1,,11.0,,,,5.0,0.2255134058981312
2010,FEID,Botany,347,8,Rdup/Bnvl 0.1,,4.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,351,5,Roundup 0.01,,18.0,,,,9.0,0.3046926540153975
2010,FEID,Botany,352,1,Carrier Control,,16.0,,,,6.0,0.24746706317044773
2010,FEID,Botany,353,1,Carrier Control,,23.0,,,,20.0,0.46364760900080615
2010,FEID,Botany,354,4,Banvel 0.1,,10.0,,,,8.0,0.2867565522115484
2010,FEID,Botany,355,7,Rdup/Bnvl 0.01,,6.0,,,,4.0,0.20135792079033082
2010,FEID,Botany,356,1,Carrier Control,,1.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,360,8,Rdup/Bnvl 0.1,,1.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,361,8,Rdup/Bnvl 0.1,,3.0,,,,5.0,0.2255134058981312
2010,FEID,Botany,362,7,Rdup/Bnvl 0.01,,1.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,363,1,Carrier Control,,9.0,,,,8.0,0.2867565522115484
2010,FEID,Botany,364,6,Roundup 0.1,,,,,,,
2010,FEID,Botany,365,5,Roundup 0.01,,2.0,,,,2.0,0.1418970546041639
2010,FEID,Botany,368,5,Roundup 0.01,,1.0,,,,1.0,0.1001674211615598
2010,FEID,Botany,371,7,Rdup/Bnvl 0.01,,12.0,,,,8.0,0.2867565522115484
2010,FEID,Botany,374,8,Rdup/Bnvl 0.1,,11.0,,,,9.0,0.3046926540153975
2010,FEID,Botany,375,3,Banvel 0.01,,17.0,,,,28.0,0.5575988266995368
2010,FEID,Botany,377,4,Banvel 0.1,,7.0,,,,5.0,0.2255134058981312
2010,FEID,Botany,379,2,No Spray,,7.0,,,,4.0,0.20135792079033082
2010,FEID,Botany,380,7,Rdup/Bnvl 0.01,,10.0,,,,11.0,0.3380652547803307
2010,FEID,Botany,381,8,Rdup/Bnvl 0.1,,7.0,,,,9.0,0.3046926540153975
2010,FEID,Botany,382,8,Rdup/Bnvl 0.1,,9.0,,,,8.0,0.2867565522115484
2010,FEID,Botany,384,1,Carrier Control,,7.0,,,,8.0,0.2867565522115484
2010,FEID,Botany,388,3,Banvel 0.01,,10.0,,,,10.0,0.32175055439664224
2010,FEID,Botany,399,8,Rdup/Bnvl 0.1,,8.0,,,,5.0,0.2255134058981312
2010,FEID,Botany,400,2,No Spray,,,,,,,
2011,FEID,Hyslop,2,6,Roundup 0.2,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,FEID,Hyslop,6,1,Carrier Control,,6.0,0.24746706317044773,,,8.0,0.2867565522115484
2011,FEID,Hyslop,12,4,Banvel 0.2,,10.0,0.32175055439664224,,,15.0,0.3976994150920718
2011,FEID,Hyslop,13,2,No Spray,,14.0,0.38349700393093333,,,10.0,0.32175055439664224
2011,FEID,Hyslop,17,2,No Spray,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Hyslop,21,4,Banvel 0.2,,6.0,0.24746706317044773,,,5.0,0.2255134058981312
2011,FEID,Hyslop,26,5,Roundup 0.1,,,,,,,
2011,FEID,Hyslop,31,1,Carrier Control,,9.0,0.3046926540153975,,,7.0,0.2677633271571939
2011,FEID,Hyslop,51,6,Roundup 0.2,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,FEID,Hyslop,57,1,Carrier Control,,6.0,0.24746706317044773,,,6.0,0.24746706317044773
2011,FEID,Hyslop,60,8,Rdup+Bnvl 0.2,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,FEID,Hyslop,63,8,Rdup+Bnvl 0.2,,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2011,FEID,Hyslop,64,7,Rdup+Bnvl 0.1,,11.0,0.3380652547803307,,,11.0,0.3380652547803307
2011,FEID,Hyslop,65,4,Banvel 0.2,,7.0,0.2677633271571939,,,8.0,0.2867565522115484
2011,FEID,Hyslop,71,6,Roundup 0.2,,5.0,0.2255134058981312,,,4.0,0.20135792079033082
2011,FEID,Hyslop,74,1,Carrier Control,,12.0,0.3537416058896715,,,5.0,0.2255134058981312
2011,FEID,Hyslop,75,3,Banvel 0.1,,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2011,FEID,Hyslop,80,3,Banvel 0.1,,5.0,0.2255134058981312,,,6.0,0.24746706317044773
2011,FEID,Hyslop,81,3,Banvel 0.1,,0.2,0.044736280102247346,,,0.3,0.054799678915819716
2011,FEID,Hyslop,82,2,No Spray,,1.0,0.1001674211615598,,,2.0,0.1418970546041639
2011,FEID,Hyslop,83,4,Banvel 0.2,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Hyslop,86,6,Roundup 0.2,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Hyslop,91,8,Rdup+Bnvl 0.2,,,,,,,
2011,FEID,Hyslop,93,7,Rdup+Bnvl 0.1,,5.0,0.2255134058981312,,,9.0,0.3046926540153975
2011,FEID,Hyslop,96,7,Rdup+Bnvl 0.1,,8.0,0.2867565522115484,,,16.0,0.411516846067488
2011,FEID,Hyslop,100,6,Roundup 0.2,,5.0,0.2255134058981312,,,3.0,0.17408301063648043
2011,FEID,Hyslop,101,7,Rdup+Bnvl 0.1,,15.0,0.3976994150920718,,,12.0,0.3537416058896715
2011,FEID,Hyslop,102,3,Banvel 0.1,,13.0,0.36886298422662445,,,8.0,0.2867565522115484
2011,FEID,Hyslop,106,2,No Spray,,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2011,FEID,Hyslop,107,5,Roundup 0.1,,5.0,0.2255134058981312,,,9.0,0.3046926540153975
2011,FEID,Hyslop,111,6,Roundup 0.2,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,FEID,Hyslop,113,2,No Spray,,5.0,0.2255134058981312,,,6.0,0.24746706317044773
2011,FEID,Hyslop,114,1,Carrier Control,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Hyslop,116,2,No Spray,,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2011,FEID,Hyslop,117,5,Roundup 0.1,,10.0,0.32175055439664224,,,16.0,0.411516846067488
2011,FEID,Hyslop,121,6,Roundup 0.2,,,,,,,
2011,FEID,Hyslop,122,4,Banvel 0.2,,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2011,FEID,Hyslop,123,5,Roundup 0.1,,7.0,0.2677633271571939,,,5.5,0.2367255786360331
2011,FEID,Hyslop,125,2,No Spray,,4.0,0.20135792079033082,,,2.0,0.1418970546041639
2011,FEID,Hyslop,126,1,Carrier Control,,5.0,0.2255134058981312,,,1.5,0.12278275875764601
2011,FEID,Hyslop,127,3,Banvel 0.1,,0.1,0.03162804943757168,,,0.2,0.044736280102247346
2011,FEID,Hyslop,128,4,Banvel 0.2,,12.0,0.3537416058896715,,,5.0,0.2255134058981312
2011,FEID,Hyslop,131,6,Roundup 0.2,,0.2,0.044736280102247346,,,0.1,0.03162804943757168
2011,FEID,Hyslop,132,8,Rdup+Bnvl 0.2,,5.0,0.2255134058981312,,,6.0,0.24746706317044773
2011,FEID,Hyslop,137,3,Banvel 0.1,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,FEID,Hyslop,143,5,Roundup 0.1,,6.0,0.24746706317044773,,,2.0,0.1418970546041639
2011,FEID,Hyslop,156,7,Rdup+Bnvl 0.1,,,,,,,
2011,FEID,Hyslop,158,7,Rdup+Bnvl 0.1,,5.0,0.2255134058981312,,,3.0,0.17408301063648043
2011,FEID,Hyslop,168,5,Roundup 0.1,,0.8,0.0895624074394449,,,0.3,0.054799678915819716
2011,FEID,Hyslop,169,8,Rdup+Bnvl 0.2,,6.0,0.24746706317044773,,,10.0,0.32175055439664224
2011,FEID,Hyslop,171,1,Carrier Control,,1.3,0.11426603697381206,,,1.0,0.1001674211615598
2011,FEID,Hyslop,172,5,Roundup 0.1,,3.0,0.17408301063648043,,,4.0,0.20135792079033082
2011,FEID,Hyslop,173,8,Rdup+Bnvl 0.2,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,FEID,Hyslop,174,1,Carrier Control,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Hyslop,175,7,Rdup+Bnvl 0.1,,9.0,0.3046926540153975,,,12.0,0.3537416058896715
2011,FEID,Hyslop,178,4,Banvel 0.2,,0.5,0.07076973666221362,,,1.0,0.1001674211615598
2011,FEID,Hyslop,179,8,Rdup+Bnvl 0.2,,8.0,0.2867565522115484,,,9.0,0.3046926540153975
2011,FEID,Hyslop,180,3,Banvel 0.1,,9.0,0.3046926540153975,,,5.0,0.2255134058981312
2011,FEID,Hyslop,181,3,Banvel 0.1,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,FEID,Hyslop,183,7,Rdup+Bnvl 0.1,,2.0,0.1418970546041639,,,2.5,0.15878021464576067
2011,FEID,Hyslop,184,2,No Spray,,3.0,0.17408301063648043,,,5.0,0.2255134058981312
2011,FEID,Hyslop,185,5,Roundup 0.1,,5.0,0.2255134058981312,,,3.0,0.17408301063648043
2011,FEID,Hyslop,187,8,Rdup+Bnvl 0.2,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Hyslop,188,4,Banvel 0.2,,1.5,0.12278275875764601,,,2.0,0.1418970546041639
2011,FEID,Botany,203,6,Roundup 0.2,,0.05,0.022362543584366713,,,0.0,0.0
2011,FEID,Botany,206,8,Rdup+Bnvl 0.2,,5.0,0.2255134058981312,,,2.5,0.15878021464576067
2011,FEID,Botany,209,2,No Spray,,12.0,0.3537416058896715,,,5.5,0.2367255786360331
2011,FEID,Botany,210,1,Carrier Control,,14.0,0.38349700393093333,,,5.0,0.2255134058981312
2011,FEID,Botany,224,1,Carrier Control,,,,,,,
2011,FEID,Botany,225,1,Carrier Control,,,,,,,
2011,FEID,Botany,232,1,Carrier Control,,,,,,,
2011,FEID,Botany,234,6,Roundup 0.2,,,,,,,
2011,FEID,Botany,236,5,Roundup 0.1,,11.0,0.3380652547803307,,,10.0,0.32175055439664224
2011,FEID,Botany,237,7,Rdup+Bnvl 0.1,,0.5,0.07076973666221362,,,0.1,0.03162804943757168
2011,FEID,Botany,247,1,Carrier Control,,,,,,,
2011,FEID,Botany,248,5,Roundup 0.1,,2.5,0.15878021464576067,,,0.5,0.07076973666221362
2011,FEID,Botany,252,3,Banvel 0.1,,8.0,0.2867565522115484,,,2.0,0.1418970546041639
2011,FEID,Botany,257,7,Rdup+Bnvl 0.1,,7.0,0.2677633271571939,,,2.0,0.1418970546041639
2011,FEID,Botany,258,6,Roundup 0.2,,11.0,0.3380652547803307,,,5.0,0.2255134058981312
2011,FEID,Botany,260,5,Roundup 0.1,,0.1,0.03162804943757168,,,0.0,0.0
2011,FEID,Botany,261,3,Banvel 0.1,,0.2,0.044736280102247346,,,0.4,0.06328779298136195
2011,FEID,Botany,264,5,Roundup 0.1,,0.3,0.054799678915819716,,,0.05,0.022362543584366713
2011,FEID,Botany,265,3,Banvel 0.1,,2.2,0.1488732800376366,,,0.5,0.07076973666221362
2011,FEID,Botany,266,4,Banvel 0.2,,7.0,0.2677633271571939,,,3.0,0.17408301063648043
2011,FEID,Botany,275,6,Roundup 0.2,,,,,,,
2011,FEID,Botany,277,8,Rdup+Bnvl 0.2,,0.8,0.0895624074394449,,,2.0,0.1418970546041639
2011,FEID,Botany,278,4,Banvel 0.2,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,FEID,Botany,281,8,Rdup+Bnvl 0.2,,20.0,0.46364760900080615,,,17.0,0.4249887829624035
2011,FEID,Botany,288,3,Banvel 0.1,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Botany,290,2,No Spray,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,FEID,Botany,297,6,Roundup 0.2,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,FEID,Botany,300,4,Banvel 0.2,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,FEID,Botany,301,7,Rdup+Bnvl 0.1,,,,,,,
2011,FEID,Botany,302,8,Rdup+Bnvl 0.2,,,,,,,
2011,FEID,Botany,303,6,Roundup 0.2,,5.0,0.2255134058981312,,,4.0,0.20135792079033082
2011,FEID,Botany,304,8,Rdup+Bnvl 0.2,,10.0,0.32175055439664224,,,10.0,0.32175055439664224
2011,FEID,Botany,305,5,Roundup 0.1,,,,,,,
2011,FEID,Botany,309,7,Rdup+Bnvl 0.1,,,,,,,
2011,FEID,Botany,310,1,Carrier Control,,8.0,0.2867565522115484,,,5.0,0.2255134058981312
2011,FEID,Botany,311,3,Banvel 0.1,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Botany,312,7,Rdup+Bnvl 0.1,,2.5,0.15878021464576067,,,1.0,0.1001674211615598
2011,FEID,Botany,319,3,Banvel 0.1,,4.0,0.20135792079033082,,,4.0,0.20135792079033082
2011,FEID,Botany,320,3,Banvel 0.1,,0.1,0.03162804943757168,,,0.5,0.07076973666221362
2011,FEID,Botany,321,8,Rdup+bnvl 0.2,,4.0,0.20135792079033082,,,3.5,0.1881917411588641
2011,FEID,Botany,324,1,Carrier Control,,5.0,0.2255134058981312,,,8.0,0.2867565522115484
2011,FEID,Botany,326,2,No Spray,,6.0,0.24746706317044773,,,5.0,0.2255134058981312
2011,FEID,Botany,327,2,No Spray,,3.0,0.17408301063648043,,,2.5,0.15878021464576067
2011,FEID,Botany,328,4,Banvel 0.2,,3.2,0.17985349979247828,,,1.5,0.12278275875764601
2011,FEID,Botany,329,6,Roundup 0.2,,,,,,,
2011,FEID,Botany,330,8,Rdup+Bnvl 0.2,,7.0,0.2677633271571939,,,5.0,0.2255134058981312
2011,FEID,Botany,331,5,Roundup 0.1,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,FEID,Botany,332,5,Roundup 0.1,,3.0,0.17408301063648043,,,1.5,0.12278275875764601
2011,FEID,Botany,333,7,Rdup+Bnvl 0.1,,11.0,0.3380652547803307,,,15.0,0.3976994150920718
2011,FEID,Botany,351,2,No Spray,,5.0,0.2255134058981312,,,5.0,0.2255134058981312
2011,FEID,Botany,354,7,Rdup+Bnvl 0.1,,9.0,0.3046926540153975,,,8.0,0.2867565522115484
2011,FEID,Botany,355,7,Rdup+Bnvl 0.1,,5.0,0.2255134058981312,,,3.0,0.17408301063648043
2011,FEID,Botany,356,2,No Spray,,,,,,,
2011,FEID,Botany,359,4,Banvel 0.2,,,,,,,
2011,FEID,Botany,363,5,Roundup 0.1,,4.0,0.20135792079033082,,,4.0,0.20135792079033082
2011,FEID,Botany,364,4,Banvel 0.2,,,,,,,
2011,FEID,Botany,366,1,Carrier Control,,1.2,0.1097647921249647,,,1.5,0.12278275875764601
2011,FEID,Botany,368,2,No Spray,,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2011,FEID,Botany,369,6,Roundup 0.2,,11.0,0.3380652547803307,,,10.0,0.32175055439664224
2011,FEID,Botany,370,8,Rdup+Bnvl 0.2,,7.0,0.2677633271571939,,,15.0,0.3976994150920718
2011,FEID,Botany,377,3,Banvel 0.1,,6.0,0.24746706317044773,,,5.0,0.2255134058981312
2011,FEID,Botany,379,4,Banvel 0.2,,6.0,0.24746706317044773,,,10.0,0.32175055439664224
2011,FEID,Botany,380,2,No Spray,,6.0,0.24746706317044773,,,9.0,0.3046926540153975
2011,FEID,Botany,382,4,Banvel 0.2,,10.0,0.32175055439664224,,,7.0,0.2677633271571939
2010,FRVI,Botany,347,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,0.0,0.0
2010,FRVI,Botany,400,2,No Spray,,1.0,0.1001674211615598,,,0.0,0.0
2010,FRVI,Botany,206,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,210,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,217,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,255,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,258,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,260,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,274,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,275,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,281,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,301,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,302,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,305,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,314,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,325,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,326,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,330,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,334,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,341,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,351,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,354,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,356,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,362,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,363,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,365,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,368,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,371,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,375,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,377,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,381,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,382,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,388,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,399,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,4,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,13,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,21,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,29,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,36,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,40,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,41,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,49,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,62,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,70,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,72,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,73,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,83,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,85,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,92,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,102,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,105,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,106,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,107,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,110,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,111,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,114,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,115,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,125,8,Rdup/Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,128,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,132,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,142,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,146,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,163,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,179,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,181,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,186,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,187,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,193,3,Banvel 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,199,5,Roundup 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,200,6,Roundup 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,329,6,Roundup 0.1,,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,FRVI,Hyslop,101,3,Banvel 0.01,,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2010,FRVI,Botany,261,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,287,7,Rdup/Bnvl 0.01,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,315,4,Banvel 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,352,1,Carrier Control,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2010,FRVI,Botany,379,2,No Spray,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
